"kMV","alpha","lrrA","lrrV"
228517.224791894,0.877000363727523,25.4495311463936,33.9545842853683
224506.276670052,0.882222417474679,23.9873832342038,29.9671187671887
232606.313669494,0.878968464930971,25.7795862873981,29.0438743025576
293522.558962456,0.886219864472735,39.6094523696099,25.0072600846192
229404.630054701,0.881816069230527,30.5265858377094,27.8175408177825
280743.871041917,0.888412709355393,32.8433449699362,25.7926835929078
238236.975325692,0.885568058771771,30.9465983417807,25.2215409883971
268744.209167944,0.881254408803874,29.5724993594232,32.5689505963412
245382.840589003,0.878255573816321,28.2902662626198,32.342577630137
298566.009079008,0.883321488682486,33.12279272269,30.9241202569642
276914.707823983,0.888034067589617,38.5489039330173,26.7633716425992
282166.927664788,0.887382389472426,35.1883482452077,24.8330269695324
273123.814704889,0.884890340521714,31.7199253070881,27.6446662749505
226822.262627274,0.882127123582134,31.1648183372709,27.1887974802205
288312.377075764,0.885091025632161,36.6476040503093,27.3342900985885
240031.087675846,0.881774707512115,29.3025393092632,28.5315230430807
277140.029279457,0.885162620421828,31.7753585369635,28.8978038630491
231434.628540949,0.879964948872146,24.5866261635099,32.1705930849273
237581.201619195,0.881687267599649,29.1849655339395,29.2120765738026
256608.49687756,0.885216057098999,33.5884153458704,26.6849635928946
256486.715204294,0.883697646779228,33.1476959757764,27.5355491539357
236078.329730737,0.882032845056914,28.5219144596304,27.8397693355846
249338.069674347,0.881544215548858,27.9642830594567,28.949225968395
265912.078808119,0.877645183226301,25.0564262958954,35.4128946297346
260187.27047861,0.883112424342023,32.747268886081,27.570118913519
209304.510240244,0.884206146283202,30.2204442682332,24.2067575246314
262922.353112875,0.886411875877695,35.2093850979178,26.3766901910623
254601.216086991,0.884846157586318,33.6727081006529,27.6815219768451
255638.902621681,0.886350728971909,34.0321859522186,28.1851622454121
262758.306227723,0.886450106690326,32.5967062870478,27.7229821682715
256488.927508563,0.884355676963617,31.605298422284,28.7691261791218
256243.227487318,0.883861833255614,31.0557482914317,28.2415863287914
266638.626740102,0.886299981525144,30.7060285311497,28.6076358943593
259286.797064136,0.882377329004461,26.0293223791369,33.4467716082557
225184.244097934,0.879582711488275,27.4386413006127,30.8114853798881
253655.677744718,0.885001434852569,32.4662116696244,26.6339393362499
267943.842591626,0.883919079246895,31.0603852256063,29.9715671185014
251863.955581306,0.883348566304885,37.0774225690848,25.6650733261074
230956.041720741,0.878021013731309,27.4684400828699,31.5000690993739
293365.857284233,0.886341688885729,33.7983239730452,30.0241916188603
266838.791706738,0.884306062476593,31.3175000819837,30.6218762514922
262283.11986101,0.887984913499261,34.4965052168714,25.7857894570275
291318.911164227,0.886711214503116,35.5659991772844,28.0430288744378
277444.87578,0.880453687121326,29.3900553993694,33.853760214797
291681.039591568,0.88700459161177,37.189503946489,28.1778327705119
250619.219909613,0.884222996162726,32.0632013395364,25.9321796737625
279018.239981526,0.887046514860839,36.2297802929677,26.4390045546478
261749.059151839,0.882538849208013,32.7380916666786,27.5922885570835
275986.747614728,0.887101115236209,35.7835807481905,25.0842999559444
276608.905851814,0.880986574317376,29.7152856699142,31.7999623469552
253568.974490605,0.885123093164681,29.7513178601981,27.2051728485196
262327.939440011,0.882812667674981,26.4190162912269,33.1516728895583
255812.58354314,0.883825391804683,32.491345897843,27.8015825172103
291133.913806879,0.885442337157613,35.8544090887905,28.2477755843663
231577.221396576,0.880039471952168,26.5956624631733,29.8348703665937
292081.241810476,0.884822342273328,36.5938276555822,28.2114651401027
236059.023801627,0.884213821139927,30.0894254881584,28.5860694547018
256014.994747716,0.882935490357355,26.860493616861,32.993125356049
279806.482746303,0.886330517280841,39.346190736937,24.5599157570368
225097.586963788,0.880038027215083,26.4922974617713,32.0440445649483
240429.149126435,0.881567001963106,29.8844568674014,28.3013603096902
266341.505623946,0.883531738269861,32.1806713178671,28.1311197318304
259548.851411927,0.883630995668215,30.081969864849,28.8011023408513
265135.473339768,0.880867278235961,31.7096262245493,32.1258498070357
257771.604026368,0.883002647654417,26.9537726632806,32.6586619987077
227532.237131435,0.881954491697074,29.5620242724085,28.2231897706368
272755.446065872,0.878181216338222,28.0583967482289,33.1824866251316
225330.328406324,0.882403018650768,27.8615375386634,28.1164167542591
282682.001304115,0.888000693201115,34.9732657780388,25.8692743435989
261526.245889319,0.885298276031605,35.2883398364341,26.8201879668571
289880.720369385,0.885601316122057,36.9027670338194,27.2507940839907
245333.115403707,0.883219160769683,27.327629931393,32.2934294445316
243083.878706595,0.885089716454113,32.3928718759414,26.8866978989579
296719.678734441,0.88776139965712,38.4567240335926,25.0165282289755
230368.377602804,0.881421396874762,28.6346075248816,28.727132874681
238904.48416308,0.882359086714766,29.6519715195759,30.3217497216243
293619.885386169,0.887185659214945,36.8171224453618,28.0908747576149
255451.393741037,0.884206479425126,25.5200147228247,30.0336260507555
268917.277409901,0.88336441671803,32.9216238183437,31.8647982778012
253466.704638635,0.884200727718049,31.8975458165986,29.3263868337738
248149.219598184,0.887918120410813,38.2484233823199,23.3908573989533
256111.870980954,0.883078849052641,29.2889585736595,29.3143805430228
239102.336780621,0.881455371558834,29.0364564831515,29.5412890770001
242066.988089054,0.883130936527763,32.1922075673263,27.4703628012921
256872.056693951,0.885303992680946,32.8437888901989,27.652304769635
231878.78150033,0.881935514653337,29.2800731343162,29.0425321226207
255949.362661054,0.883549623572213,31.4527727673605,28.0348435746597
250921.044410842,0.882191037081682,26.9847706754994,31.3567233218205
222631.735737164,0.875613317811007,25.8135929463752,33.1707773625904
228942.494284775,0.882529162341614,32.2842207061394,27.5718958537516
221672.057917774,0.879451638634557,27.480453392841,28.7518707700302
265587.755997959,0.886890382659743,34.2914398618435,25.9605607048557
238051.635601939,0.88573897127164,29.3402085633863,27.6042921278491
271204.165730279,0.886247080393483,29.7821088283335,32.7608430297914
240140.78234591,0.881508749873076,29.6932562684198,29.9605003629801
266830.726247209,0.883748956891838,33.7804546936367,29.8655659596478
254543.737512456,0.883494937247741,27.0691176497982,28.6248886661486
291356.432195485,0.886284032333127,36.1114033718056,26.6749448657588
281294.911360928,0.882253065158527,31.9891988000816,32.8582453942083
252574.00393032,0.885696580206964,30.6691407536562,28.9702559204411
261244.030875594,0.878072873223932,27.5540568427694,32.092625669813
236881.476050411,0.885108537539968,28.5176873886864,28.9742328106193
280509.551005417,0.887786031141391,38.6975557669018,25.7661480916056
255836.333095429,0.883689803328712,30.6762153210289,27.8905884547721
265076.169350956,0.881374443919336,31.6101171871174,31.8151679820086
261697.848656223,0.885968086960676,34.6623068970787,25.8943690917548
251026.479602333,0.882076665419047,26.3649851517569,33.3767084251203
289606.783762567,0.886131429811834,38.2240154960178,27.0420076887119
229699.428333172,0.881881409356558,28.7347113151086,28.4696465325546
279368.807422677,0.886209580589196,36.4311302620184,25.8847662249321
290239.247077617,0.886172754825807,34.2699599796574,29.7553574327914
292042.632435588,0.882510555733868,32.1326269723593,31.3636990098463
267207.322023714,0.884442417536527,31.3255635046721,27.8088284332407
256490.917513871,0.88153971381952,32.66773718243,27.8274976740062
236834.861505728,0.882378754175204,28.4807422392633,29.4149709676532
233967.243599197,0.880909133026807,28.0137914206471,27.6811822092201
256035.81171234,0.884883330598741,31.2278009709031,28.8656926999724
260379.590671587,0.887285765414857,30.4374447075339,29.574748875271
272331.693135626,0.882017168732802,30.3397665155633,31.2523792992452
260214.399818671,0.886493871202119,31.0417459268802,29.8400603660847
236418.648542022,0.882386050369684,31.204874556937,27.6657524845991
293762.87434707,0.886144417207346,36.2001492541761,30.5812014346869
238714.296662295,0.882085912804083,29.2767814714313,28.5285420659793
254517.623736434,0.884715204180048,30.3829000829039,27.7678182159232
243771.103905912,0.881689949517512,28.4429881644451,26.9524039702806
229362.994265223,0.882180792109677,30.1683644604435,27.7802156634695
241898.867434391,0.881235400071986,28.3670849671899,32.227303837415
267670.556977803,0.886124858534947,36.5406824465762,25.1235933005255
238602.979179005,0.876891906701839,26.9512322768476,32.5962783044423
254424.818707779,0.885014319437855,31.2324231728045,29.7672481363828
291524.272910188,0.885296862536319,35.6373032668356,27.6030419453636
269140.094427363,0.884405147897738,30.4477958307041,28.9788512223009
254157.443487005,0.884786537499432,31.6434451403565,29.1926500648336
277640.601565438,0.886478428872918,38.920309144106,23.4837350422386
243882.73276984,0.88464571028402,28.5511507222274,27.6799353531733
291141.926660069,0.885417918855722,35.0426732766976,27.1099888102509
269151.870936767,0.884148272679234,31.7998223469213,26.970441686962
221587.843508503,0.882040134521078,25.1854985157633,30.3352843466267
266472.660525331,0.887133835885119,34.6988439140187,26.9358020677049
263533.092529234,0.886030326998719,34.6232894702833,26.5371430724711
236855.811451012,0.882185584115799,31.2959127698282,28.2800889137792
260443.944817786,0.882333241826995,28.3158207635698,30.9341512540175
278169.107861464,0.888405729405993,32.4624241882042,25.9627816046836
259286.437195548,0.883335844936162,34.3928262627092,26.7386501544248
286833.845946908,0.886300310659318,36.1193100209253,28.219584109763
291257.213671112,0.886815351482438,36.7120303583702,27.0136921512957
260474.222582488,0.884803776143709,33.9789792957463,24.3111376545225
295009.361984736,0.888257483212694,37.4556664124281,24.4011278770872
225277.873362296,0.879264080675034,25.5848014496577,31.7034297044662
253418.708691188,0.884891755500557,31.4264847573225,27.2628733775829
224313.958124191,0.880443493395219,27.8213511753587,30.0086686977112
271641.085617177,0.887286944712144,36.728517976668,23.8841812676596
262146.132444593,0.885997334517227,29.81915587399,29.2793220863596
253398.36425978,0.882458146314104,30.4068790558068,29.3546459500802
295781.716294483,0.887092440893303,37.7403086975141,23.1393881573641
240891.455303948,0.88118182816557,27.6789581001577,30.9404245589851
269285.779903369,0.884791460744932,35.0272824792347,26.9919860992013
249096.318228015,0.882352141653759,27.6484350528671,29.0575596088378
273023.865947283,0.88515836690464,33.1989599985191,29.1819638574264
290567.091831818,0.886821594490284,34.9697615234565,27.7037402128725
232611.297901404,0.878444272377339,24.8170091478566,32.0882690061337
291688.415359164,0.885630716985596,32.8571222772682,30.4478730813918
251080.497380034,0.883700260960943,31.8516694446248,29.3310955414695
293121.675444453,0.884827630878523,34.1830136999771,29.3484308660227
254493.471448134,0.882809214025461,27.3846173921625,30.8521982702402
265257.781891297,0.884111904614813,32.1170146175049,30.2352718257639
262874.94261808,0.886441784391411,33.5686285597596,26.3562728800837
221404.175100864,0.881705039022814,24.3345029007439,31.9515426833291
249651.526093094,0.884326946249956,35.9635831627136,24.5223801140465
240039.61885467,0.882373305981994,28.9029312214563,30.4844018052717
266997.531074009,0.8831875832618,31.8402532341428,28.6565945567309
296847.457724699,0.887613155663332,39.4691961297868,23.3550753715596
255324.012847861,0.884805678860986,31.6310102294364,29.5618138469131
241790.247879755,0.880466541375672,27.5441561852263,32.4553773865724
253756.567181677,0.882731756473205,29.6678567851023,29.4761602723266
247882.143696457,0.878807826130894,25.9393374246791,32.2380403475014
277912.860779675,0.888720719819256,31.986269008632,26.2884596091139
260153.742669855,0.884136751361331,33.2340523781294,27.2883785430177
237187.937767993,0.881810424376953,30.9997097649825,27.4992326190637
267753.003447817,0.88364342011462,32.7369308467252,29.7720613760164
279004.370966441,0.887517673430192,33.0336664447072,27.4652687814125
244529.313560741,0.880123860061138,29.639176545811,27.2645680619557
234735.365097092,0.881277547773437,28.5167225688704,27.7715570638907
264905.549026515,0.88383675419962,31.2678455719652,30.8718575475721
256273.925126518,0.884961451744448,32.9449284869385,25.3241516785071
241463.057363203,0.88138022296504,29.9859721391348,28.2154498735475
269412.28908085,0.887702636274818,36.7424754816768,24.7341305268732
269354.119942731,0.8832111065652,33.0411837901048,29.2443542777304
267513.343537655,0.882853993932181,31.6910866398121,31.7972841660295
230750.668480741,0.882125970845573,29.5537900480469,28.0050406203691
276041.44125805,0.887060571608023,38.2132616426681,25.4771633856741
244016.013290589,0.881495374714745,27.9627500383888,30.8406954432218
249891.941178674,0.874708943880746,25.3327786640379,35.1617006290789
292015.096422581,0.886237158440381,37.134353501803,29.830278036828
242135.672625808,0.883361906977589,29.1430238467028,30.0987885575949
238497.359597365,0.882623467201099,30.8353600322238,27.4475843590313
292549.849838632,0.885248210062635,37.430387362099,28.2903676927176
258761.672728756,0.882823060672379,29.2121305397829,31.3676368567641
246769.06221721,0.886706479368011,34.2485951419639,25.0016119946472
254391.440510468,0.88488512200418,30.6711549278888,27.9686737720442
256978.30849653,0.876716836999908,25.8858266258404,34.4714602585812
259793.650536764,0.886581718960382,28.7697287534162,31.4410177584485
243582.828029674,0.883998268716377,32.2354823563022,25.9434307004032
229198.000847366,0.882842612188807,30.1472451490109,27.5155307248774
258807.099496197,0.884260075551095,32.5767674053645,27.1006824493065
242099.612586445,0.881294616081828,28.5466286683402,29.35525134577
277251.478656786,0.884734565926863,32.0446345595584,28.519641776384
268159.052113454,0.886704448546542,36.6857921634188,21.5853084871206
234550.898943343,0.881009912383715,28.5535203420469,31.3217113687913
251167.69161575,0.884896368785686,30.7425576384465,27.8412303301797
221750.160892421,0.879338829144898,26.5337977727443,30.9842931882517
248864.413033212,0.878114899655599,26.6946991839515,31.6199818924651
235965.507694702,0.881527052311006,30.2052151769299,29.6563974089734
255474.041270122,0.883153895311545,32.2625297337954,29.195104661747
264490.390292556,0.881501281019865,29.9326491770907,32.0772578624086
231997.829628065,0.883942300775994,30.8334870414943,26.6714113494227
250531.085350668,0.883933398557337,30.5079853843758,27.5189873052849
267549.705784041,0.88330219082284,31.7559935859492,32.8619069283099
231232.721669997,0.879631771067458,28.1585057901995,29.5362317398793
226784.988370389,0.880755682960276,27.4607008110401,28.6438154260207
272444.376214292,0.877702595293785,29.0674052509237,32.4283043369096
262436.360179382,0.886211172766242,35.1429076916365,26.1806047054547
280585.43695616,0.888405461588687,34.5568956757776,24.6433855226375
221470.64341489,0.877206975020719,23.9616397863006,32.9080833399325
282960.490411571,0.88731332977646,35.1674039342975,26.3218066879273
247294.918238819,0.882441836479461,25.7800778377516,34.6193845921407
258761.579400228,0.884833749461403,31.9024082133274,28.099322887156
261022.617064404,0.884294615724292,31.7269815897111,28.4038973858427
229886.22959297,0.880964887839366,27.3725669743626,28.8959859578716
271990.237796701,0.883563120300618,31.5358745561674,27.8833376324438
228612.950678583,0.881843025099094,28.0175849629599,27.0752153486388
260884.811120206,0.884190248805771,33.1709678064576,27.7229575494157
237750.777026754,0.881546338203537,31.7975033646793,28.6674880745575
262865.568150512,0.886392931482725,34.0951359871395,26.0148388944713
265928.57550478,0.888121869918457,33.9241240488392,28.0783690209666
269247.81272779,0.886909736985083,38.3360885981991,23.3444724306215
290404.099376228,0.885871127546327,32.9108233860108,32.1666648220325
243712.323567414,0.881764971242975,30.4636505790405,26.9078923542849
279835.992894175,0.887664494637834,36.0034670435744,25.397184884352
274862.867477306,0.886507880839562,37.8739104181037,26.0240031710922
223502.283007624,0.879085155965188,27.3680876924555,28.9236372226726
268287.856627198,0.882612822151972,28.4229236284523,31.1904078298237
282885.76892514,0.884453158713951,29.5639223663092,31.3597233136532
258586.652257506,0.884512645088141,32.7010117847112,26.8191664741026
251222.770812299,0.884915528856024,30.8483491935454,27.084707975849
291748.640458324,0.886826244298523,31.2611594971067,32.2942885345458
222520.652861775,0.879667337073948,27.9753523839668,30.1284458074082
254641.034740481,0.885739363976538,31.3118392676705,30.6591653784508
292246.84096141,0.886971958393175,38.1146770566385,23.9925553015293
292614.594663781,0.886609973235868,34.8375422370702,31.7908516302419
249770.58130334,0.882761604296538,27.9228646204017,29.4830634237689
