R0,TE,TP,TI1,TI2,nuA,ns,p_home_weekend,alphaTH,etaTH,alphaEP,alphaI1D,alphaHD,alphaI1H,eta,repeats,lock_1_restrict,lock_2_release,output
3.6199409792199733,0.8965843112706205,2.012113846924156,4.25621123814769,0.08660611325165397,0.9108957473700866,43.2240546033252,0.03887665752787143,0.7898452875657516,0.02628018303975569,-2.787419081967588,-19.90560818564872,-2.4137133171672165,-1.9780094629507077,0.019828607898893163,10,1,1,Ens0000
2.2569011900690383,1.0013585552447475,3.3470034434087577,4.017073474375065,0.04740411775034108,0.13505592016503215,22.108349808491766,0.6350796417985112,0.5347930251173423,0.03323680559654231,-3.1514881987099916,-19.552210641948918,-3.5240978872170343,-2.000955661247885,0.0232352124547259,10,1,1,Ens0001
4.471906217746437,0.6865335483001545,1.2752933588549493,3.8744072742220013,0.24169036986047215,0.48421456846408545,87.49680875875056,0.6006996650993824,-0.1548150553621569,0.035274323610149996,-3.562880823277573,-14.480242783983433,-3.3692956683998174,-2.75667151756371,0.030740836964028524,10,1,1,Ens0002
2.019622640579473,0.6312029557866045,2.6185166221316902,3.931700251957867,0.4718940814630394,0.16370945173315704,65.94946980844252,0.251782695883885,-0.20698361841391077,0.06010413807650493,-2.1871338155846862,-7.78506206509901,-3.35899591161068,-3.0429345754101327,0.02285038502888597,10,1,1,Ens0003
2.646250729262829,1.6588381956778466,1.9692080192565917,4.34707242554659,0.20909564142540424,0.0831964120734483,51.00590662150643,0.749302534610033,-0.1946061351559118,0.04411861248330794,-3.9186441989732144,-11.809590782231622,-3.423265038989934,-2.771893647048189,0.03167488081445213,10,1,1,Ens0004
3.1010439243982546,0.8381586697567254,2.6723351964503523,4.389348357982468,0.15560898967623618,0.5982714075734838,95.57766951434314,0.9041483844351024,0.08084174763181567,0.04001030883058477,-2.26411442316468,-2.0340876220291757,-11.777196315337966,-1.6018908224833022,0.012541047234591355,10,1,1,Ens0005
3.491023799974937,0.9420883450461551,2.82143795771338,3.489666693710256,0.4568225907607535,0.9875108563387767,69.9919137968216,0.09130231689661741,0.5431808035651644,0.03188696681588235,-2.979568730881756,-6.057135470290275,-12.18084210161691,-4.514897585208801,0.03810175348601036,10,1,1,Ens0006
3.1622469224967062,1.1173582858601585,3.7017775777056814,3.315843191509135,0.43650986813420894,0.5134855767479166,45.32274830942042,0.9942475619865582,0.2859353814577224,0.04155857188783483,-2.8072651587075255,-5.284035245615917,-17.30311623175874,-3.2856713736343677,0.02630570685236702,10,1,1,Ens0007
3.3817913197097367,1.7030601332318038,3.8888016293495893,3.3537935999655164,0.06644460868660547,0.3307391579821706,97.23246632218361,0.2821797002898529,0.6757999223382487,0.02479303933126377,-2.5460797353270554,-12.199811414003905,-3.393988539695964,-2.752211626080939,0.023513818622141348,10,1,1,Ens0008
4.373849391390104,1.2019724631588906,3.146869164638221,2.8355518921110776,0.3939626637471355,0.4612932999711484,81.27854521526024,0.4159334099153057,0.7398751775390626,0.01415655966248304,-3.5444512679946483,-4.877367134331363,-14.655263502423974,-3.7404031034761416,0.035531548128979795,10,1,1,Ens0009
3.913130188791547,1.6065646752505565,2.339502522142604,3.224502263449598,0.2565737616771813,0.27427149530965833,90.73075275416487,0.9780272552324459,1.0067955331378453,0.021432880399679444,-4.322223610329541,-4.595642471970147,-3.138353618526952,-2.6795665754175806,0.030287461844309086,10,1,1,Ens000a
2.918456558382604,0.4660571080930531,2.440919083319604,2.831779732145369,0.17754192902073124,0.5763007465424016,28.9610151136294,0.8911074236501009,0.7413939030751886,0.033518547749745144,-3.595750400326356,-4.511303582909304,-13.373944660964563,-2.734287934334599,0.029210106854961636,10,1,1,Ens000b
4.232285553065594,0.5177106159850955,3.566063693841919,3.978802517042961,0.07189092046172359,0.8889268920291216,76.31607796535828,0.7234791252575815,1.1862192844789652,0.01789851993715895,-2.6295299123307743,-9.058929885355179,-4.567432679706876,-3.640459260546663,0.03139523441387403,10,1,1,Ens000c
3.5327988159726376,1.8482984899459407,2.0795988728720696,3.261650336567312,0.49932230361579266,0.34901792482472954,53.381851667771116,0.32291880005970597,0.9275498380005639,0.025206427394372923,-2.955600827400814,-10.21918346276351,-3.969436677345982,-3.906466334513797,0.031525727998088775,10,1,1,Ens000d
3.592690762330312,0.5185605398705229,1.6451596207041292,3.395482988773845,0.3512425512417541,0.032372158761136235,55.50924828597345,0.8108125203568488,0.9734488897517722,0.0217644028781752,-2.308123462127235,-4.885370979201894,-7.874561665689066,-3.20059468886873,0.025034701951149336,10,1,1,Ens000e
4.023437593120615,1.055607752688229,2.4179754886981097,4.274495337783824,0.05358788726462657,0.055351994428783656,79.23003937690518,0.3758256948366761,0.9283216532628451,0.022359330366391116,-3.691839041014315,-13.02000698153296,-2.3691687539325237,-2.127476728295388,0.023392946519460715,10,1,1,Ens000f
2.4374509141081946,1.238859855916351,3.0173105682302266,3.1863896176400592,0.11486496890931064,0.9551354839280247,68.92522362857126,0.9455736688477918,0.7079851409132476,0.028253369492153374,-1.3193512809598282,-15.845086914108098,-2.376905487149094,-2.4919208561710646,0.012733324282920323,10,1,1,Ens000g
3.3232382916263306,1.1540794352879749,1.2546479686275125,3.078163192865904,0.19260361899890052,0.7675827068416402,63.67738915639929,0.3443751213978976,0.6580191198229549,0.0276770233997096,-3.717415442939873,-3.5169238007689527,-7.301161002727616,-2.472350211457511,0.02722426327923488,10,1,1,Ens000h
4.146273527259472,1.9275226682559587,3.088428628830239,3.664879686177708,0.4004586200832315,0.11188042426481842,27.68966322899796,0.79461783177685,0.2251314699916974,0.0303879495874949,-2.1416458007075203,-7.32985524836503,-1.9373054562484735,-2.1569408609179312,0.018099392213241527,10,1,1,Ens000i
2.5393844449776224,1.4459531093901024,3.230184529410675,3.891213134556543,0.46874589550351353,0.791725342059508,92.11263954057358,0.6985559962550179,1.3068528093507683,0.015736653439944414,-2.9872403829012697,-12.978054973352906,-4.054924369156014,-4.167167840844475,0.03499875905800145,10,1,1,Ens000j
2.7995949044590818,0.15652923332247884,3.486509858205914,4.323944523294921,0.42441064914379273,0.06724724580068141,84.28551907744259,0.8281268005166202,0.9371288234855144,0.02263516024681928,-4.157636250081952,-15.586023713395418,-3.564096297386122,-2.9831858185030447,0.03419295782724269,10,1,1,Ens000k
3.683073775772937,0.9193103181989862,2.5660347073618324,4.212027547551784,0.44048884052148224,0.6015876810299232,11.635248843813315,0.7035478577297181,0.8580122817947288,0.0250624345787672,-2.4285720571036142,-3.3724777071589123,-5.722260449772507,-1.8697354199741756,0.015768036434163107,10,1,1,Ens000l
4.344292641174979,1.542972613374237,1.721153476819396,4.090636241272092,0.27296497452864704,0.24261957756243646,35.33453209609725,0.1572853067005053,0.17009880287925677,0.04168421698510384,-1.919334059548626,-12.981231468106456,-2.6721755308075332,-3.497695453037268,0.02200476225183197,10,1,1,Ens000m
4.085886708414183,1.644989611269906,3.6287416010722513,3.479848987331614,0.22287995393512955,0.8448350917175412,23.093368264148012,0.07107791642658412,1.4816868140381327,0.01435740740648795,-2.9089414899300357,-17.24140326999237,-2.0192988428562733,-1.7881149840174513,0.019059841645897423,10,1,1,Ens000n
3.7166217206511645,1.4683875511754305,2.8439279082790017,3.7128600319824177,0.10407291734304372,0.5509588269563391,48.352059855125844,0.5971057249745354,0.28643189540398506,0.031629411097876876,-1.586453049186001,-4.408041483161549,-9.980566945856616,-3.4612014199874337,0.02017701665996359,10,1,1,Ens000o
3.431334220105782,0.2187275473056361,1.6658808854855596,4.461396728048101,0.16839876499538917,0.39180653882678596,31.273715257178992,0.5748506137356162,0.02401475874010306,0.038994483764793045,-2.59891103062962,-3.437419872203022,-18.742825869839756,-2.5819109082730787,0.019793015013884606,10,1,1,Ens000p
2.1678721451899037,1.9936465809582733,2.2296310673188415,3.5734271772797217,0.18792345138245728,0.7085764754237607,32.36890949741937,0.27488613505847753,0.1759234695815165,0.040334119510451724,-4.291190273489963,-8.253837899053407,-4.444175330859958,-3.082352599570577,0.03653205097492678,10,1,1,Ens000q
3.794291966292076,0.5886084514046087,2.949951569279656,3.0704195836111903,0.2904719742148905,0.1497805892582983,24.866581960953773,0.12455842696595937,0.42066307014938353,0.03287663427002488,-1.6190482887680642,-10.568263884097853,-1.9521553263135207,-3.4185292320931886,0.018676533029756033,10,1,1,Ens000r
3.9570284351124427,0.20722267842292785,1.4399237740039825,3.5210795785542572,0.48195609647213666,0.7500162104843184,41.15467088376172,0.42173094232566655,0.9863989803519237,0.02037309537766601,-2.419653832307562,-5.6790376269703895,-3.3847298583086447,-2.6925285961647467,0.023668771637753317,10,1,1,Ens000s
4.188374242500867,1.3059165873439051,2.3133891810979694,3.0150309253782033,0.33660240300097033,0.9677355876751244,38.5591138028074,0.7609461945621296,1.4639664764740257,0.010853247042593765,-2.6510028444337865,-10.112208686763097,-2.8005981950983028,-2.2455938668035857,0.022122994226687714,10,1,1,Ens000t
2.8033941973699257,1.56703086035233,2.5042001277636734,3.1140344746219926,0.13845236734195565,0.018830047296360133,65.02115808981472,0.0569667470222339,0.25164978805186855,0.03422593730711269,-3.3944571079666215,-3.983453827140516,-18.399174808509112,-2.43281226299307,0.025943684397635412,10,1,1,Ens000u
2.093216875451617,0.4007019157721661,1.8866166345030069,3.7434795415336266,0.14657294287132797,0.8022520323144272,78.17071752222255,0.5102645454229787,0.23045363228319707,0.03797162332629233,-2.413282023436983,-2.326729659422096,-2.430536157815098,-2.65710596655496,0.020863799911166093,10,1,1,Ens000v
3.283680284942966,1.379819469648879,3.2051950902342794,4.492048201705795,0.21843555124055314,0.4244259150093421,71.29233062053099,0.009762956122867763,1.1730429002013198,0.022742684583423295,-3.006990462123985,-3.4951669627856816,-8.79664656914657,-1.9163998657351171,0.020000300751449134,10,1,1,Ens000w
4.4091705871629525,0.793391054152511,3.854092432901263,3.4398201330509037,0.12080512257239037,0.3087482629250735,19.01827494530007,0.8579817534936592,0.6761180585185461,0.027665899389804176,-2.290662639201022,-3.0265144933329546,-3.010406635387634,-2.6669250970269416,0.02238055511883976,10,1,1,Ens000x
2.879177591286134,1.7516705411733127,3.779342843402177,4.423953649526927,0.30121393324787216,0.699741427139379,34.547629644069815,0.5271520324749872,0.4317271216962894,0.03441754840889352,-3.562855860189441,-3.64336464787951,-16.299230076883468,-2.176523749947646,0.024727471642527983,10,1,1,Ens000y
3.0868136246106586,1.7962776215425693,2.1689439400434494,4.153804107094183,0.030416888599550815,0.8630532335024327,17.452212191047145,0.8678784932382405,1.064404448097413,0.02092983381735649,-2.69420342028115,-4.797224377711293,-14.861893584871797,-2.541348750715294,0.021148741301818937,10,1,1,Ens000z
2.242166277067736,0.638666527508758,1.5776065828446297,3.159551087848376,0.3824942372117722,0.4443807674292475,16.217277411744,0.44044841014780106,0.3459966645849322,0.041508181826327185,-2.3702632464244395,-3.612351342264345,-3.48966468890292,-3.6001529280331432,0.02654302693600539,10,1,1,Ens0010
3.0464734019711615,0.3096165013173595,2.7363772312626242,3.8171258279965254,0.26395322547434413,0.9386777100292966,15.233692223811522,0.3156430808873847,0.29069963791609965,0.03565452203679012,-2.8740697159352053,-3.304732413453578,-9.99260604007506,-1.6010045315258266,0.018148491584480713,10,1,1,Ens0011
2.1236766642308793,1.3393095853081904,2.891535687167197,2.869989277901128,0.3263965172453313,0.200503337434493,52.05831249789335,0.6655744792195037,0.5871931113043054,0.03445782106382037,-2.9242868172617364,-5.749060473715104,-4.937575743256579,-4.34853528140889,0.033330975252550396,10,1,1,Ens0012
2.4872191956965253,1.4274787441324444,1.5206210045590995,3.6486403317921794,0.31523534575900064,0.4193970915814862,93.42771772989072,0.16765034428332,0.756871803577444,0.021777898367484217,-1.9563335203641772,-5.058669134763333,-5.755424221392839,-3.5987800805563186,0.0237082312095333,10,1,1,Ens0013
3.8536773029947655,1.920715057440102,1.769887303167954,4.1674619361720975,0.34448481556700633,0.8278415363980457,74.73000494572334,0.5478856381680817,1.4280464737092076,0.014004929958085761,-2.169912836640897,-4.831971124045535,-11.43902044716652,-3.5460287770019114,0.025733288831877265,10,1,1,Ens0014
4.257233591820113,0.2546335368398577,2.105053351284936,2.95242151055485,0.09207962304583844,0.2880023937812075,60.70847234530375,0.49914885352365673,1.0968655327187697,0.020674600513789193,-2.1154405011463044,-7.650266769304209,-2.378277719241825,-3.0973294423693805,0.022128266996135192,10,1,1,Ens0015
2.375511642929632,0.7675773756327108,3.7325573798213156,2.98185126719065,0.2802248860988687,0.7360473950626328,86.78739838665352,0.19928059613797813,0.5878600255122021,0.027206522687409772,-3.395689446275627,-19.88084017344124,-2.7393175249852346,-3.1056764976309568,0.030777473169879496,10,1,1,Ens0016
2.743936242221389,1.8295399398119188,1.8691839860007167,2.9199955559284425,0.029116022989556192,0.5317203519539908,82.14733559484594,0.6579742375575006,0.3247678653491233,0.028057480546232513,-1.947764551102885,-3.1832535063705523,-17.75306978461674,-1.4462405733148984,0.010775553263896155,10,1,1,Ens0017
3.2391622892930174,0.4051141797997989,3.978925872294232,3.8276768335932863,0.23419443219396005,0.2341778271505609,57.7671518754214,0.4618824416399002,-1.0687074137537764,0.05714975976858438,-2.7109710708270427,-5.977974127019023,-4.290093375090191,-3.5988049571816103,0.03100333973719308,10,1,1,Ens0018
2.3348392409388907,1.0420432637697086,1.3264635870195924,4.054775270642713,0.3751898550439319,0.6548931321036071,59.9293944648467,0.9313383354479448,0.5449830048421443,0.03318651019188537,-1.4473930929388075,-12.508031089248353,-1.7506011900602934,-2.152343008709683,0.011483158731722216,10,1,1,Ens0019
2.6953955477220006,0.1034003313719295,3.414123346954584,3.302902146334294,0.0033138255198155533,0.6606542814755813,46.428605356859045,0.38431001457385716,0.24039408951322508,0.039649292627110665,-2.733758482568143,-13.284058953780947,-3.2753369657213276,-3.734319977063311,0.028635869789584146,10,1,1,Ens001a
2.9942228053812867,0.7410017730412073,1.3998064650259912,3.595012693077326,0.0125809295866834,0.18829317602794618,39.33020128034987,0.20166177128907292,0.6116475898259435,0.019691208366368174,-3.1060857176206973,-12.358585655242555,-4.7492961118754815,-3.55698645067537,0.03380541590335724,10,1,1,Ens001b
2.5553248491720297,1.2509486640268006,3.515740539940074,3.7802130620735697,0.4193501857182146,0.3698933019116521,11.893969535734504,0.10687930276617408,-0.2348369590264502,0.041496352665890975,-1.7812949314164266,-15.336076398123222,-1.9656329361639642,-2.2386449773567323,0.013665077430709516,10,1,1,Ens001c
3.839971954666544,0.35600565121881667,3.31204724955,4.109097607127856,0.3628855523337848,0.6240995345590636,99.13021436664276,0.23271127285435797,0.0835900929380397,0.0441245551546245,-2.759097186163483,-4.327655652225764,-5.95084707047792,-2.639187213418042,0.023092475325006686,10,1,1,Ens001d
4.051696875044144,1.2988308008378373,3.033422430625185,4.366144125477318,0.38572208078388637,0.24565259174257517,84.07678915322758,0.7247308816323057,0.10259506040822158,0.047753581849917036,-3.2317490492721337,-2.9543891905867055,-7.846508503646311,-1.9228577869600971,0.021214232096774307,1,1,1,Ens001e
2.9823448857245967,0.5732506522028706,2.5510366249829532,4.494525229864101,0.347418383934712,0.392170587184839,25.863189803222195,0.0506833075331524,1.6439084806541215,0.011919881262062733,-3.524546871547267,-11.27396090284794,-3.803453527339762,-3.2711465690465538,0.031448648995473664,1,1,1,Ens001f
3.5033155708457344,0.23968098724614828,2.9024930097769945,3.027493840394821,0.1521861977728647,0.9337916433112696,86.199001120748,0.5365812438009308,0.29159406400251664,0.037549983219771974,-2.4586253054977045,-3.5272283717571367,-15.68499811441939,-2.6178483923754086,0.0196046219689646,1,1,1,Ens001g
4.178389707624447,1.2229013214138336,3.2499257041700185,3.38065159224635,0.03402500341323381,0.23836938190832732,37.068864767625925,0.023862922421656548,1.5381756317326813,0.011308247798174723,-2.794863918646011,-6.722707988693502,-4.5193530384733895,-3.7953120390810673,0.03307530558483758,1,1,1,Ens001h
2.5281031953240745,1.521997412141133,1.5615421105790883,4.028972626613639,0.10823523577120045,0.9828974694805219,67.78785690551624,0.2617053446955979,0.7319870998216277,0.03289529044816238,-4.022057315699834,-10.136617102868534,-3.4240384572085207,-3.3350903569540336,0.035745433483824515,1,1,1,Ens001i
3.1481804994284177,1.707031395859085,1.622654297555983,3.699372818157356,0.3209457499783137,0.3622218333818018,18.98468619266525,0.6754437070013956,-0.3901975813627561,0.05758247471501936,-2.29236281593032,-12.472754682899417,-2.763412375598196,-1.6980063501337823,0.014389694197575681,1,1,1,Ens001j
2.0751823222381063,1.6675181675163098,3.1317086026821284,3.341350121574104,0.4173108968458785,0.537793365673162,70.36521109234542,0.1489642578950152,1.0843042841735806,0.02066572786183003,-1.67894563102226,-11.776062024960321,-2.340062769085752,-3.0460044329528806,0.0187851919956585,1,1,1,Ens001k
2.6220690523996018,1.4329612497373483,2.2146412386283276,3.199211849338468,0.044417269131661025,0.32017398281302306,19.636732412939892,0.4506969121294096,-0.47465522765573614,0.05036129709234412,-2.696645656290984,-4.587350071135314,-2.2332871337148457,-2.5889421513615765,0.023934735751679915,1,1,1,Ens001l
3.909197505954653,0.7159837835055776,2.985731829025596,4.40033895427538,0.224370743760488,0.958389077621512,34.43821692548693,0.8765105266375467,-0.47408606116473934,0.06168286657226297,-2.395139293173732,-5.079076509421966,-3.0522432018851036,-1.850846467188807,0.016797056892910237,1,1,1,Ens001m
4.269395690138918,1.78217882133713,1.3679323168363422,3.4375975308279507,0.1910729360438861,0.6155639492124318,57.15991845925339,0.8341282122824341,0.14553950402897226,0.04914103447083403,-4.091448755306276,-6.928069839656102,-2.7445176354045064,-2.539872684918747,0.029912437858569344,1,1,1,Ens001n
2.4484742332971656,0.45171427407981823,2.2070549566667528,3.5310735100669786,0.390898762880423,0.7685261637866497,39.528369807414705,0.0065214689159765835,1.1986134142571054,0.016488096560045826,-3.8145134728400967,-4.798270108577772,-16.123456878699045,-2.955824447127561,0.0317406224709456,1,1,1,Ens001o
3.191528722615913,0.20289912224952134,3.1692585975807157,3.652180420936551,0.017213712540865688,0.02571743591874838,80.17925816906616,0.22907176149543376,-0.7171600943386931,0.04804163791742798,-2.5166010228922335,-13.356628132606714,-2.218643169448756,-2.7752980198767876,0.023479024612526482,1,1,1,Ens001p
3.7862482321006246,1.847948069814965,2.041412271754816,2.9015830219142136,0.135277739622032,0.6443510006666183,47.133000766718766,0.06515147260390222,0.5502725444683334,0.024854476183922954,-3.114887480882737,-11.281094290459416,-3.389700464204895,-1.8613750167422656,0.02158488629753356,1,1,1,Ens001q
3.8767153661744667,0.6639529521076009,2.368771936528012,3.634520178164169,0.3786808031986413,0.8136012309603393,80.36642627257854,0.9094116523489356,-0.4932739079834029,0.046158724164028136,-3.5191311221113484,-9.156179250213885,-3.1764512640624556,-2.52538156582334,0.02781963700517583,1,1,1,Ens001r
2.3932188729569317,0.49614369165999817,2.779474749604985,3.373039483116474,0.2036547776883321,0.18673470463789998,97.66682998131029,0.3824500018749386,-0.05286619524864977,0.05693156253860712,-3.040438754014064,-5.747260587389929,-14.088369585896418,-4.132968765686228,0.035064189578061095,1,1,1,Ens001s
2.0304261921159923,1.0621520976746455,3.5766882860027254,3.8573967426453715,0.17939455881425553,0.8861296377945691,52.3468157811556,0.25535586360562595,0.6228851094179683,0.027821579163080517,-1.2775429011741848,-4.030432066823294,-8.24569511353961,-3.121001912286875,0.015111525566411214,1,1,1,Ens001t
3.3196767772873863,1.9894474795316346,2.6320150312278416,3.9608495635829866,0.3657635856224667,0.6662996985921636,41.49100010086783,0.9676067078476771,0.739631120687648,0.028103402484637538,-2.1688167745411513,-14.066914744968216,-1.9561956647804983,-1.977821394387443,0.0176878896045005,1,1,1,Ens001u
4.459571180958301,1.4044973643682899,2.1510390416350216,3.4504791978255844,0.3571201986680434,0.7013132741078734,63.409239176791154,0.21501947818603367,-0.4800017790729501,0.03951601434045829,-4.056839584848237,-18.410227984078386,-4.24565833967202,-2.3510734145487104,0.03057295141597313,1,1,1,Ens001v
2.233362403253559,0.8997582566008903,1.4529470293495803,3.0861180749764663,0.09785661952081584,0.09219165276549757,64.4607233547978,0.6309829217437655,-0.6336177607867839,0.05385729368927561,-2.4418851621780635,-17.88402083541803,-2.7582330841454814,-3.0369381533199196,0.025170274325282807,1,1,1,Ens001w
2.1594588162982835,1.7633988109117376,2.488995093332976,4.352665622070525,0.27090294624705413,0.8298278665095568,88.22106744994409,0.1007995072072372,0.016475573452147563,0.04214074490728771,-2.991585749052875,-7.605119110501006,-2.2297843305272225,-2.867432606585651,0.02644705389392536,1,1,1,Ens001x
3.639286371679045,0.36986710833935066,1.2398662812005727,4.2892554061474275,0.4070563394928452,0.13661685133818538,43.03542431896552,0.19078164043091236,0.534966203703048,0.027742503777185214,-2.5555642893068606,-13.718368341823387,-1.419427486951109,-1.2424523909238665,0.011614596140369016,1,1,1,Ens001y
2.2658098109881393,0.2697632232030853,3.3798908872056748,3.6092072511920703,0.308665583787864,0.47625113221630455,32.02401357302442,0.7526507252035662,1.3414421355398871,0.011355946328520602,-1.8950744029385918,-15.1805947868265,-3.125807087634449,-3.7310719416255607,0.02146197489195172,1,1,1,Ens001z
3.9963683729735204,1.6542213917917574,3.6781764755662527,3.237584220681153,0.47851048349931946,0.8649297322919592,66.46758372224866,0.655289510161616,0.44814666892761745,0.024647164562760865,-2.8483207913066035,-8.499196120966344,-3.1481219225914523,-3.726864252483181,0.03215012817565862,1,1,1,Ens0020
3.4134852244192735,1.8800782197562047,1.2583994042418896,4.096986216768063,0.05028215476915511,0.3558535123877228,77.17700642663054,0.12264088951051234,0.5827397572283056,0.033196236449051134,-3.1799333688471023,-3.7750915583688784,-3.347299752071761,-2.461494415843316,0.02564802477554357,1,1,1,Ens0021
3.2773899333854204,1.618970110723842,1.894760921042785,3.8376442737207745,0.44228074872433,0.11730261266976595,94.67336644407361,0.5830973656009882,0.6327055981777887,0.02791086920678996,-1.878661523887451,-16.033144133889238,-3.6140910515709,-3.7571627810918002,0.022752707740978356,1,1,1,Ens0022
4.041591356766876,1.3905913451286034,1.4219103789847343,2.996974417555332,0.42688072512419156,0.1568342872578651,30.046509596332907,0.5518232666477562,0.3974398748925321,0.03163505741289852,-2.673594056479791,-16.303395986619854,-1.6348157358891553,-1.6816695852737245,0.016772132303941457,1,1,1,Ens0023
2.833024595656898,1.4976902432528325,3.9994014363665134,3.9994769551190545,0.026250765316578096,0.7241316022416576,83.60273394767195,0.8972894177678973,0.9182293712859853,0.01732033980250372,-2.1283582320713585,-13.226970851538969,-2.3645388069753857,-3.1586802772860665,0.023728570952415602,1,1,1,Ens0024
3.350142700925935,1.9461081350064835,3.2795216161113228,4.1817389463664965,0.06604347205608115,0.16963244601804764,71.67750942045822,0.7990097081558779,0.47728832836453666,0.029272379476622108,-2.3466694120309017,-17.456308475643446,-2.563268202510684,-1.881788514602816,0.01810921067546014,1,1,1,Ens0025
4.389897303078324,0.5478319629510865,2.6944113553486764,3.733587045166269,0.08842439741568658,0.4209932262953371,92.96916607457213,0.09525801569502801,0.4860071767905142,0.03148773074734065,-1.7570784586084132,-4.899501907421945,-19.777743043456887,-3.4472241119768086,0.02215658102724317,1,1,1,Ens0026
3.5542245176900176,0.9526139924920164,3.939327408025786,4.3004499582124875,0.4665843676737309,0.48933240138273687,50.324816962908955,0.172755511732772,0.2347054438061809,0.03562487864829545,-3.9289287793893104,-3.682112266726343,-19.551391117913735,-1.8824969283944948,0.022902702568025696,1,1,1,Ens0027
2.1385676989261992,0.304592901276052,1.9907814480055124,4.443900626727286,0.4344729899602783,0.5403438766626641,47.86051688509062,0.514468033081852,0.6960505936348946,0.024842184604410577,-3.6123441192179016,-16.39545084990991,-2.3950245810425734,-1.5746041508211277,0.018462607508583487,1,1,1,Ens0028
4.243966121284757,0.34488951849061994,3.807149111125246,3.2931187070156445,0.3131975705879415,0.8543404703782871,56.36577469206415,0.28484039979986847,0.5356272617423927,0.029448387543333104,-3.368809888443699,-5.523296568364415,-3.726063751578196,-4.107877139458122,0.03545010745691478,1,1,1,Ens0029
2.7022012568498033,0.163911462970078,1.5327155550550668,3.7747318519292397,0.00811899469971545,0.7977949438672514,10.734377997349947,0.607751577463001,0.6982180398636176,0.029314811932034182,-2.417287627976402,-4.370881036002509,-8.788160040422817,-2.3864492702251248,0.020760202409525426,1,1,1,Ens002a
